Ecol_Site,Treatment,Site,Plot,Indicator,1stHitAvg,AnyHitAvg
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Graminoid (All),0.673,0.747
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Graminoid (Invasive),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Graminoid (Perennial),0.673,0.747
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Litter,0,0.373
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Perennial,0.8,0.8
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Shrub (All),0.127,0.147
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Shrub (Invasive),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Sub-Shrub (All),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Succulent (All),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Succulent (Invasive),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Total Foliar,0.8,0.8
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Total Litter,0,0.427
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Tree (All),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Tree (Invasive),0,0
R036XB007NM,Tebuthiuron,Non Treatment 2015,Malpais 120,Woody Litter,0,0.06
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Annual,0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Bare Soil,0,0.173
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Forb/herb (All),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Forb/herb (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Forb/herb (Perennial),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Graminoid (All),0.013,0.053
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Graminoid (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Graminoid (Perennial),0.013,0.053
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Litter,0,0.5
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Perennial,0.547,0.547
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Shrub (All),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Shrub (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Sub-Shrub (All),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Succulent (All),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Succulent (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Total Foliar,0.553,0.553
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Total Litter,0,0.627
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Tree (All),0.533,0.533
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Tree (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 06,Woody Litter,0,0.167
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Annual,0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Bare Soil,0,0.127
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Forb/herb (All),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Forb/herb (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Forb/herb (Perennial),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Graminoid (All),0.013,0.013
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Graminoid (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Graminoid (Perennial),0.013,0.013
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Litter,0,0.667
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Perennial,0.633,0.633
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Shrub (All),0.053,0.067
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Shrub (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Sub-Shrub (All),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Succulent (All),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Succulent (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Total Foliar,0.633,0.633
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Total Litter,0,0.72
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Tree (All),0.567,0.567
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Tree (Invasive),0,0
 UNKNOWN,Thin & Burn,RGdNNM Treatment 2014,Mendius - 09,Woody Litter,0,0.173
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Annual,0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Bare Soil,0,0.127
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Forb/herb (All),0,0.007
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Forb/herb (Invasive),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Forb/herb (Perennial),0,0.007
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Graminoid (All),0.073,0.093
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Graminoid (Invasive),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Graminoid (Perennial),0.073,0.093
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Litter,0,0.587
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Perennial,0.447,0.447
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Shrub (All),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Shrub (Invasive),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Sub-Shrub (All),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Succulent (All),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Succulent (Invasive),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Total Foliar,0.447,0.447
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Total Litter,0,0.62
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Tree (All),0.373,0.373
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Tree (Invasive),0,0
R036XB007NM,Thin & Burn,RGdNNM Treatment 2015,Mendius (South) 07,Woody Litter,0,0.18
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Annual,0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Bare Soil,0,0.04
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Forb/herb (All),0.007,0.013
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Forb/herb (Invasive),0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Forb/herb (Perennial),0.007,0.013
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Graminoid (All),0.24,0.3
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Graminoid (Invasive),0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Graminoid (Perennial),0.24,0.3
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Litter,0,0.733
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Perennial,0.56,0.56
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Shrub (All),0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Shrub (Invasive),0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Sub-Shrub (All),0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Succulent (All),0,0.007
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Succulent (Invasive),0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Total Foliar,0.56,0.56
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Total Litter,0,0.807
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Tree (All),0.313,0.313
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Tree (Invasive),0,0
F048AY015NM,Thinning,RGdNNM Treatment 2015,Montoso East 01,Woody Litter,0,0.36
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Annual,0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Bare Soil,0,0.147
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Forb/herb (All),0.06,0.073
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Forb/herb (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Forb/herb (Perennial),0.06,0.073
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Graminoid (All),0.313,0.34
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Graminoid (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Graminoid (Perennial),0.313,0.34
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Litter,0,0.553
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Perennial,0.427,0.427
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Shrub (All),0.02,0.02
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Shrub (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Sub-Shrub (All),0.02,0.027
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Succulent (All),0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Succulent (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Total Foliar,0.427,0.427
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Total Litter,0,0.58
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Tree (All),0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Tree (Invasive),0,0
R048AY005NM,Thin & Burn,Non Treatment 2016,MTN-196,Woody Litter,0,0.113
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Annual,0.007,0.007
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Bare Soil,0,0.3
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Forb/herb (All),0.013,0.02
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Forb/herb (Invasive),0.007,0.007
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Forb/herb (Perennial),0.007,0.013
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Graminoid (All),0.273,0.32
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Graminoid (Invasive),0,0
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Graminoid (Perennial),0.273,0.32
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Litter,0,0.167
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Perennial,0.447,0.447
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Shrub (All),0.027,0.027
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Shrub (Invasive),0,0
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Sub-Shrub (All),0.127,0.127
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Succulent (All),0,0
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Succulent (Invasive),0,0
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Total Foliar,0.453,0.453
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Total Litter,0,0.173
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Tree (All),0.013,0.013
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Tree (Invasive),0,0
R036XB007NM,Drill Seed,RGdNNM Treatment 2014,No Agua - 01,Woody Litter,0,0.013
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Annual,0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Bare Soil,0,0.16
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Forb/herb (All),0.007,0.013
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Forb/herb (Invasive),0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Forb/herb (Perennial),0.007,0.007
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Graminoid (All),0.533,0.553
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Graminoid (Invasive),0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Graminoid (Perennial),0.533,0.553
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Litter,0,0.38
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Perennial,0.62,0.62
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Shrub (All),0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Shrub (Invasive),0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Sub-Shrub (All),0.067,0.087
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Succulent (All),0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Succulent (Invasive),0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Total Foliar,0.62,0.62
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Total Litter,0,0.393
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Tree (All),0.013,0.013
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Tree (Invasive),0,0
R048AY005NM,Drill Seed,RGdNNM Treatment 2015,No Agua 02,Woody Litter,0,0.013
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Annual,0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Bare Soil,0,0.227
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Forb/herb (All),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Forb/herb (Invasive),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Forb/herb (Perennial),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Graminoid (All),0.373,0.42
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Graminoid (Invasive),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Graminoid (Perennial),0.373,0.42
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Litter,0,0.287
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Perennial,0.6,0.6
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Shrub (All),0.007,0.013
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Shrub (Invasive),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Sub-Shrub (All),0.22,0.22
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Succulent (All),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Succulent (Invasive),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Total Foliar,0.6,0.6
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Total Litter,0,0.287
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Tree (All),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Tree (Invasive),0,0
R036XB006NM,Drill Seed,RGdNNM Treatment 2016,No Agua 03,Woody Litter,0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Annual,0,0.013
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Bare Soil,0,0.313
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Forb/herb (All),0.013,0.027
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Forb/herb (Invasive),0,0.007
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Forb/herb (Perennial),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Graminoid (All),0.36,0.36
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Graminoid (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Graminoid (Perennial),0.36,0.36
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Litter,0,0.24
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Perennial,0.393,0.393
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Shrub (All),0.013,0.013
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Shrub (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Sub-Shrub (All),0.02,0.02
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Succulent (All),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Succulent (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Total Foliar,0.407,0.407
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Total Litter,0,0.327
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Tree (All),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Tree (Invasive),0,0
R051XA001NM,Disc & Seed,RGdNNM Treatment 2014,North Chiflo - 06,Woody Litter,0,0.147
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Annual,0.16,0.2
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Bare Soil,0,0.26
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Forb/herb (All),0.16,0.2
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Forb/herb (Invasive),0.153,0.193
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Forb/herb (Perennial),0,0
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Graminoid (All),0.3,0.3
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Graminoid (Invasive),0,0
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Graminoid (Perennial),0.3,0.3
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Litter,0,0.253
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Perennial,0.36,0.36
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Shrub (All),0.027,0.027
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Shrub (Invasive),0,0
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Sub-Shrub (All),0.033,0.04
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Succulent (All),0,0
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Succulent (Invasive),0,0
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Total Foliar,0.52,0.52
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Total Litter,0,0.387
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Tree (All),0,0
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Tree (Invasive),0,0
R036XA004NM,Disc & Seed,RGdNNM Treatment 2015,North Chiflo 07,Woody Litter,0,0.133
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Annual,0.04,0.04
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Bare Soil,0,0.187
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Forb/herb (All),0.04,0.047
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Forb/herb (Invasive),0.04,0.04
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Graminoid (All),0.28,0.3
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Graminoid (Perennial),0.28,0.3
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Litter,0,0.427
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Perennial,0.367,0.373
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Shrub (All),0.047,0.047
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Sub-Shrub (All),0.04,0.047
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Succulent (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Total Foliar,0.407,0.407
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Total Litter,0,0.553
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2016,North Chiflo 08,Woody Litter,0,0.173
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Annual,0.007,0.007
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Bare Soil,0,0.607
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Forb/herb (All),0.033,0.033
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Forb/herb (Invasive),0.007,0.007
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Forb/herb (Perennial),0.02,0.02
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Graminoid (All),0.073,0.073
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Graminoid (Perennial),0.073,0.073
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Litter,0,0.107
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Perennial,0.133,0.14
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Shrub (All),0.173,0.173
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Sub-Shrub (All),0.02,0.027
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Succulent (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Succulent (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Total Foliar,0.3,0.3
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Total Litter,0,0.187
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Tree (All),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Tree (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2014,North North Chiflo - 01,Woody Litter,0,0.1
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Annual,0.28,0.28
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Bare Soil,0,0.353
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Forb/herb (All),0.28,0.28
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Forb/herb (Invasive),0.28,0.28
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Forb/herb (Perennial),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Graminoid (All),0.027,0.027
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Graminoid (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Graminoid (Perennial),0.027,0.027
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Litter,0,0.32
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Perennial,0.107,0.107
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Shrub (All),0.06,0.06
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Shrub (Invasive),0,0
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Sub-Shrub (All),0.02,0.02
R036XB006NM,Disc & Seed,RGdNNM Treatment 2015,North North Chiflo 02,Succulent (All),0,0
